branch,sep,s1,off,bias,n,regime,s1_fit,sep_fit
sc,5.0,1.1,-0.25,,0,,,
sc,5.0,1.1,0.0,,0,,,
sc,5.0,1.1,0.25,,0,,,
sc,5.0,1.1,0.5,,0,,,
sc,5.0,1.1,0.75,,0,,,
sc,5.0,1.1,1.0,-0.004267144429775452,2,SC,1.153827501269279,4.959610528857904
sc,5.0,1.1,1.1,-0.004052074517124776,2,SC,1.1467601701241428,4.96103337395995
sc,5.0,1.1,1.15,-0.003989061330086918,2,SC,1.1394043763728308,4.963870431342397
sc,5.0,1.1,1.25,-0.004087917066193367,2,SC,1.1316972330263158,4.965648320200781
sc,5.0,1.1,1.5,-0.004118079299365376,2,SC,1.1120346157804262,4.971202464667101
sc,5.0,1.1,1.75,-0.00393747882547249,2,SC,1.0993086099820268,4.975135479797442
sc,5.0,1.1,2.0,-0.004267144429775424,2,SC,1.0890206663183282,4.980067129781764
sc,5.0,1.1,2.5,-0.004118079299365238,2,SC,1.0823980825730564,4.9818777719435
sc,5.0,1.1,3.0,-0.004267144429775563,2,SC,1.077723601376256,4.986000039400515
sc,5.0,1.1,4.0,-0.004267144429775466,2,SC,1.0770031710663777,4.988510988533387
sc,5.0,1.1,5.0,-0.004267144429775424,2,SC,1.0782567720810006,4.989869869699327
sc,5.0,1.1,6.0,-0.004267144429775299,2,SC,1.0785542475767715,4.990052090139569
sc,5.0,1.1,7.0,-0.0042671444297753686,2,SC,1.0785542472536378,4.990052090139571
sc,5.0,1.2,-0.25,,0,,,
sc,5.0,1.2,0.0,,0,,,
sc,5.0,1.2,0.25,,0,,,
sc,5.0,1.2,0.5,,0,,,
sc,5.0,1.2,0.75,,0,,,
sc,5.0,1.2,1.0,-0.004579318922941597,2,SC,1.244163006335373,4.965049269487478
sc,5.0,1.2,1.1,-0.004577575100407863,2,SC,1.2355176229744815,4.966910013596272
sc,5.0,1.2,1.15,-0.004292920352961721,2,SC,1.2290493719423106,4.968923469571537
sc,5.0,1.2,1.25,-0.0046110188342134845,2,SC,1.2203283400492158,4.970866338411497
sc,5.0,1.2,1.5,-0.00444380586313492,2,SC,1.202572632894138,4.974634741591808
sc,5.0,1.2,1.75,-0.004276577598514325,2,SC,1.1905847325813599,4.977873262639921
sc,5.0,1.2,2.0,-0.0045793189229415,2,SC,1.1808530340174064,4.982256737675477
sc,5.0,1.2,2.5,-0.004443805863134823,2,SC,1.1753481235671952,4.983398101301011
sc,5.0,1.2,3.0,-0.0045793189229415415,2,SC,1.1710648289886785,4.987068664992856
sc,5.0,1.2,4.0,-0.004579318922941569,2,SC,1.1707792794123826,4.989115929413545
sc,5.0,1.2,5.0,-0.004579318922941486,2,SC,1.1722188884273441,4.990234091728164
sc,5.0,1.2,6.0,-0.004579318922941472,2,SC,1.1725419646705586,4.990384706439946
sc,5.0,1.2,7.0,-0.004579318922941417,2,SC,1.1725419628778764,4.990384706439945
sc,5.0,1.3,-0.25,,0,,,
sc,5.0,1.3,0.0,,0,,,
sc,5.0,1.3,0.25,,0,,,
sc,5.0,1.3,0.5,,0,,,
sc,5.0,1.3,0.75,,0,,,
sc,5.0,1.3,1.0,-0.004662060082301495,2,SC,1.336470623418654,4.96874856841848
sc,5.0,1.3,1.1,-0.004661164916905797,2,SC,1.3229752297034143,4.971589076063893
sc,5.0,1.3,1.15,-0.004693321408105064,2,SC,1.3189871843315126,4.972511989671094
sc,5.0,1.3,1.25,-0.004692713925047623,2,SC,1.3083494178492958,4.974906900443603
sc,5.0,1.3,1.5,-0.0045349488236064855,2,SC,1.2920508247668425,4.977795397389341
sc,5.0,1.3,1.75,-0.004818369217870266,2,SC,1.279945131878795,4.980577530773348
sc,5.0,1.3,2.0,-0.004662060082301536,2,SC,1.2739922992716153,4.983537552048267
sc,5.0,1.3,2.5,-0.004534948823606458,2,SC,1.2686433760815667,4.984813290400199
sc,5.0,1.3,3.0,-0.004662060082301564,2,SC,1.2652647098703464,4.987587822771011
sc,5.0,1.3,4.0,-0.00466206008230155,2,SC,1.265337227942179,4.989330007462234
sc,5.0,1.3,5.0,-0.0046620600823013975,2,SC,1.2669795659411527,4.990291110901647
sc,5.0,1.3,6.0,-0.004662060082301425,2,SC,1.2673345389731807,4.9904211517314145
sc,5.0,1.3,7.0,-0.004662060082301356,2,SC,1.267334538805369,4.9904211517314145
sc,5.0,1.45,-0.25,,0,,,
sc,5.0,1.45,0.0,,0,,,
sc,5.0,1.45,0.25,,0,,,
sc,5.0,1.45,0.5,,0,,,
sc,5.0,1.45,0.75,,0,,,
sc,5.0,1.45,1.0,-0.0049274524112259965,2,SC,1.4696119605696616,4.973939147294983
sc,5.0,1.45,1.1,-0.004930855093071812,2,SC,1.4559473499452549,4.976223473558264
sc,5.0,1.45,1.15,-0.004956051980187642,2,SC,1.4522367964503053,4.976948317699554
sc,5.0,1.45,1.25,-0.0049597424795179285,2,SC,1.441808034190847,4.978876994924468
sc,5.0,1.45,1.5,-0.004815291921490619,2,SC,1.4269283976467344,4.9808969286878995
sc,5.0,1.45,1.75,-0.004920168447493739,2,SC,1.4148941424302994,4.983591612290556
sc,5.0,1.45,2.0,-0.004927452411225941,2,SC,1.4109383713460397,4.985606111071025
sc,5.0,1.45,2.5,-0.0048152919214904805,2,SC,1.406931646577004,4.986273265375614
sc,5.0,1.45,3.0,-0.004927452411226038,2,SC,1.4040341800146003,4.988719793766234
sc,5.0,1.45,4.0,-0.004927452411225872,2,SC,1.40473751032517,4.99007597554596
sc,5.0,1.45,5.0,-0.004927452411225913,2,SC,1.406721230671922,4.990831736545585
sc,5.0,1.45,6.0,-0.004927452411225816,2,SC,1.4071269628957785,4.990934445200679
sc,5.0,1.45,7.0,-0.004927452411225802,2,SC,1.4071269615659676,4.990934445200679
sc,5.0,1.7,-0.25,,0,,,
sc,5.0,1.7,0.0,,0,,,
sc,5.0,1.7,0.25,,0,,,
sc,5.0,1.7,0.5,,0,,,
sc,5.0,1.7,0.75,-0.0050200845319175735,2,SC,1.7304869276285353,4.972918862767571
sc,5.0,1.7,1.0,-0.0049906581532161015,2,SC,1.6879362042112298,4.9799936443245105
sc,5.0,1.7,1.1,-0.005130291275348073,2,SC,1.6737596585185173,4.9817930573739755
sc,5.0,1.7,1.15,-0.005016471122725505,2,SC,1.6721094779477967,4.982028808279409
sc,5.0,1.7,1.25,-0.005156093225499675,2,SC,1.6614405795278837,4.983610275208909
sc,5.0,1.7,1.5,-0.005027073789610634,2,SC,1.6531097152145149,4.983821717512433
sc,5.0,1.7,1.75,-0.005020084531917504,2,SC,1.6431905745357032,4.985736053977593
sc,5.0,1.7,2.0,-0.004990658153216018,2,SC,1.6391515709506623,4.987828123377152
sc,5.0,1.7,2.5,-0.005027073789610675,2,SC,1.636902714259483,4.987600191600598
sc,5.0,1.7,3.0,-0.004990658153216074,2,SC,1.6357315434464281,4.989860719157733
sc,5.0,1.7,4.0,-0.004990658153216032,2,SC,1.6378716856791882,4.990759441553565
sc,5.0,1.7,5.0,-0.004990658153216032,2,SC,1.6406972934336332,4.991265388904628
sc,5.0,1.7,6.0,-0.004990658153216018,2,SC,1.6412294866373527,4.991334447613846
sc,5.0,1.7,7.0,-0.004990658153215935,2,SC,1.6412294883144862,4.991334447613845
sc,5.0,2.0,-0.25,,0,,,
sc,5.0,2.0,0.0,,0,,,
sc,5.0,2.0,0.25,,0,,,
sc,5.0,2.0,0.5,,0,,,
sc,5.0,2.0,0.75,-0.005109884580365043,2,SC,1.9895383974404812,4.9788242789793555
sc,5.0,2.0,1.0,-0.005108611442718722,2,SC,1.9485954089146875,4.984259917960985
sc,5.0,2.0,1.1,-0.005120035734237208,2,SC,1.943194217249923,4.984396144684605
sc,5.0,2.0,1.15,-0.005131927758265847,2,SC,1.9348436827466475,4.9855807290793415
sc,5.0,2.0,1.25,-0.005143651519696021,2,SC,1.931776801232385,4.985718516523485
sc,5.0,2.0,1.5,-0.005227947683303147,2,SC,1.9181267085811817,4.986775614121507
sc,5.0,2.0,1.75,-0.005109884580365029,2,SC,1.9124075453094322,4.987614471019534
sc,5.0,2.0,2.0,-0.005108611442718736,2,SC,1.9097765957123323,4.989461015598735
sc,5.0,2.0,2.5,-0.005227947683303036,2,SC,1.9075519832890873,4.989287896576269
sc,5.0,2.0,3.0,-0.005108611442718708,2,SC,1.909465253388344,4.990811348578123
sc,5.0,2.0,4.0,-0.005108611442718708,2,SC,1.913110900886421,4.9914195440354066
sc,5.0,2.0,5.0,-0.005108611442718611,2,SC,1.9169171347101517,4.991765394151953
sc,5.0,2.0,6.0,-0.005108611442718583,2,SC,1.9176000414712844,4.991812800435293
sc,5.0,2.0,7.0,-0.0051086114427186385,2,SC,1.9176000422727124,4.9918128004352935
sc,5.0,2.2,-0.25,,0,,,
sc,5.0,2.2,0.0,,0,,,
sc,5.0,2.2,0.25,,0,,,
sc,5.0,2.2,0.5,,0,,,
sc,5.0,2.2,0.75,-0.005208501425462711,2,SC,2.158690721470128,4.981648589350851
sc,5.0,2.2,1.0,-0.005097441781648157,2,SC,2.1217212193906856,4.986010762875452
sc,5.0,2.2,1.1,-0.005190435360809945,2,SC,2.116068448553281,4.986107190028983
sc,5.0,2.2,1.15,-0.005119656706291845,2,SC,2.109507975453357,4.987009421349051
sc,5.0,2.2,1.25,-0.0052126337413001406,2,SC,2.105982142780743,4.987157762436473
sc,5.0,2.2,1.5,-0.005213198008235831,2,SC,2.095402734121368,4.987752474426715
sc,5.0,2.2,1.75,-0.005208501425462683,2,SC,2.089109734709118,4.988600956156331
sc,5.0,2.2,2.0,-0.005097441781648157,2,SC,2.0893732776283844,4.990063360431934
sc,5.0,2.2,2.5,-0.005213198008235775,2,SC,2.088182649424267,4.9897260570038195
sc,5.0,2.2,3.0,-0.005097441781648185,2,SC,2.091130038451542,4.99112381382088
sc,5.0,2.2,4.0,-0.005097441781648185,2,SC,2.095898882942018,4.991606057263246
sc,5.0,2.2,5.0,-0.00509744178164824,2,SC,2.1004702949288188,4.991881636322546
sc,5.0,2.2,6.0,-0.0050974417816481155,2,SC,2.101273322242497,4.991919489861207
sc,5.0,2.2,7.0,-0.005097441781648199,2,SC,2.1012733265893333,4.991919489861209
sc,5.0,2.6,-0.25,,0,,,
sc,5.0,2.6,0.0,,0,,,
sc,5.0,2.6,0.25,,0,,,
sc,5.0,2.6,0.5,,0,,,
sc,5.0,2.6,0.75,-0.005173403101045443,2,SC,2.5019347487694006,4.984570457524574
sc,5.0,2.6,1.0,-0.005070647738968592,2,SC,2.4688166675990217,4.987906249257291
sc,5.0,2.6,1.1,-0.005157601019816008,2,SC,2.4573669086228467,4.988468715564961
sc,5.0,2.6,1.15,-0.005091203582523199,2,SC,2.4587657509956813,4.988527873893199
sc,5.0,2.6,1.25,-0.005178136192288824,2,SC,2.450536944499036,4.989130172975804
sc,5.0,2.6,1.5,-0.005181453054710086,2,SC,2.448090319347142,4.988760277759141
sc,5.0,2.6,1.75,-0.005173403101045429,2,SC,2.4430686354694577,4.989361595272939
sc,5.0,2.6,2.0,-0.005070647738968495,2,SC,2.4452169696779293,4.990667405366281
sc,5.0,2.6,2.5,-0.005181453054710142,2,SC,2.445488147929061,4.990150497491447
sc,5.0,2.6,3.0,-0.005070647738968551,2,SC,2.450269872091507,4.991416248203427
sc,5.0,2.6,4.0,-0.005070647738968551,2,SC,2.457145866012755,4.99176336355272
sc,5.0,2.6,5.0,-0.005070647738968523,2,SC,2.463271951707427,4.991963633205898
sc,5.0,2.6,6.0,-0.005070647738968523,2,SC,2.464327412879417,4.991991255680275
sc,5.0,2.6,7.0,-0.005070647738968523,2,SC,2.4643274104790702,4.991991255680275
sc,5.0,3.0,-0.25,,0,,,
sc,5.0,3.0,0.0,,0,,,
sc,5.0,3.0,0.25,,0,,,
sc,5.0,3.0,0.5,,0,,,
sc,5.0,3.0,0.75,-0.005159277579136479,2,SC,2.83221318402936,4.986748100282007
sc,5.0,3.0,1.0,-0.005062917214134627,2,SC,2.8060991136737448,4.989337424604115
sc,5.0,3.0,1.1,-0.005145204766590292,2,SC,2.8040680030569014,4.9891201006456445
sc,5.0,3.0,1.15,-0.005082191715571199,2,SC,2.7988641573163475,4.989701193861986
sc,5.0,3.0,1.25,-0.0051644616602035676,2,SC,2.7916576930939776,4.990134466735755
sc,5.0,3.0,1.5,-0.0051705977228383715,2,SC,2.7922256321762555,4.989599993894998
sc,5.0,3.0,1.75,-0.005159277579136576,2,SC,2.7889992040779417,4.990014187398201
sc,5.0,3.0,2.0,-0.0050629172141346546,2,SC,2.793482827313205,4.9912017421503725
sc,5.0,3.0,2.5,-0.005170597722838288,2,SC,2.792902018452616,4.991424553006471
sc,5.0,3.0,3.0,-0.005062917214134599,2,SC,2.8026958596660476,4.991717735262963
sc,5.0,3.0,4.0,-0.005062917214134613,2,SC,2.8121379884623052,4.991959164886913
sc,5.0,3.0,5.0,-0.005062917214134613,2,SC,2.820095268140024,4.992099112516906
sc,5.0,3.0,6.0,-0.005062917214134585,2,SC,2.8214426173889118,4.992118456314903
sc,5.0,3.0,7.0,-0.005062917214134599,2,SC,2.8214425881929746,4.992118456314904
sc,5.0,4.0,-0.25,,0,,,
sc,5.0,4.0,0.0,,0,,,
sc,5.0,4.0,0.25,,0,,,
sc,5.0,4.0,0.5,-0.005140052412690055,2,SC,3.701892655020808,4.9879955418054305
sc,5.0,4.0,0.75,-0.005052848277984218,2,SC,3.6462945650113063,4.988925014432299
sc,5.0,4.0,1.0,-0.004965663918855112,2,SC,3.6342367026566893,4.990671511163212
sc,5.0,4.0,1.1,-0.00506287806644512,2,SC,3.6349260489276487,4.990434149494638
sc,5.0,4.0,1.15,-0.004983103401051431,2,SC,3.6320235586697938,4.990759977415491
sc,5.0,4.0,1.25,-0.004950839396075393,2,SC,3.6343608794617137,4.990340318907641
sc,5.0,4.0,1.5,-0.005140052412690083,2,SC,3.6235938887148276,4.9913418444054525
sc,5.0,4.0,1.75,-0.00505284827798419,2,SC,3.6328823041631955,4.990522476587804
sc,5.0,4.0,2.0,-0.0049656639188551815,2,SC,3.6431379289754977,4.99158252837931
sc,5.0,4.0,2.5,-0.0051400524126900965,2,SC,3.641021486332646,4.991846521068405
sc,5.0,4.0,3.0,-0.004965663918855098,2,SC,3.66291581321787,4.99184773856093
sc,5.0,4.0,4.0,-0.004965663918855043,2,SC,3.6795645797522507,4.9919741046029795
sc,5.0,4.0,5.0,-0.004965663918855084,2,SC,3.692889552960313,4.992048027397348
sc,5.0,4.0,6.0,-0.004965663918854987,2,SC,3.695111227569594,4.992058290381314
sc,5.0,4.0,7.0,-0.004965663918854987,2,SC,3.6951112297919355,4.992058290381314
sc,5.0,6.0,-0.25,,0,,,
sc,5.0,6.0,0.0,,0,,,
sc,5.0,6.0,0.25,,0,,,
sc,5.0,6.0,0.5,-0.004859002731442019,2,SC,5.232709884807598,4.9889307424365645
sc,5.0,6.0,0.75,-0.004969175125280903,2,SC,5.173140812377547,4.990249085501203
sc,5.0,6.0,1.0,-0.004891765126276981,2,SC,5.185406688640253,4.991490133992057
sc,5.0,6.0,1.1,-0.004799037243581619,2,SC,5.20174682813586,4.990604653787972
sc,5.0,6.0,1.15,-0.004907233268079861,2,SC,5.19147419341201,4.9914191835108
sc,5.0,6.0,1.25,-0.004814486638650098,2,SC,5.208952896859726,4.990727592283385
sc,5.0,6.0,1.5,-0.004859002731441978,2,SC,5.225462528604902,4.990191807083548
sc,5.0,6.0,1.75,-0.004969175125280667,2,SC,5.212020578608506,4.990849461576332
sc,5.0,6.0,2.0,-0.0048917651262769535,2,SC,5.235808639692204,4.991830638412028
sc,5.0,6.0,2.5,-0.004859002731442047,2,SC,5.263179664196828,4.991262097896371
sc,5.0,6.0,3.0,-0.004891765126276995,2,SC,5.280430181392618,4.991935150391424
sc,5.0,6.0,4.0,-0.004891765126276926,2,SC,5.3148338497550665,4.99198584768512
sc,5.0,6.0,5.0,-0.004891765126276995,2,SC,5.341635846918489,4.992015772688145
sc,5.0,6.0,6.0,-0.004891765126276829,2,SC,5.346058916399725,4.9920199506823835
sc,5.0,6.0,7.0,-0.004891765126277009,2,SC,5.346058760800409,4.992019950682385
sc,5.0,10.0,-0.25,,0,,,
sc,5.0,10.0,0.0,,0,,,
sc,5.0,10.0,0.25,,0,,,
sc,5.0,10.0,0.5,-0.0047986735330332875,2,SC,7.824306415436204,4.991018097762868
sc,5.0,10.0,0.75,-0.00481656256330916,2,SC,7.843204805461524,4.990670437804173
sc,5.0,10.0,1.0,-0.004745032054478987,2,SC,7.9262503437706435,4.991532069981348
sc,5.0,10.0,1.1,-0.004735572726685788,2,SC,7.9514085568850295,4.990770581492681
sc,5.0,10.0,1.15,-0.00475932257141902,2,SC,7.937235407020964,4.9915150281732386
sc,5.0,10.0,1.25,-0.004749478059861992,2,SC,7.973455795685066,4.990849406743354
sc,5.0,10.0,1.5,-0.004798673533033343,2,SC,8.004218129114937,4.990426529555704
sc,5.0,10.0,1.75,-0.00481656256330909,2,SC,8.005242250626306,4.9907941577939186
sc,5.0,10.0,2.0,-0.004745032054478973,2,SC,8.069785374763548,4.991661808214914
sc,5.0,10.0,2.5,-0.004798673533033329,2,SC,8.128870070174443,4.990475155798776
sc,5.0,10.0,3.0,-0.004745032054478973,2,SC,8.179043224757775,4.9917038274756145
sc,5.0,10.0,4.0,-0.004745032054479029,2,SC,8.261609760913691,4.991724587054823
sc,5.0,10.0,5.0,-0.004745032054479084,2,SC,8.325763779624378,4.991736951239346
sc,5.0,10.0,6.0,-0.00474503205447907,2,SC,8.33630906418469,4.991738692181881
sc,5.0,10.0,7.0,-0.004745032054479056,2,SC,8.33630929843611,4.9917386921818805
sc,6.0,0.4,-0.25,,0,,,
sc,6.0,0.4,0.0,,0,,,
sc,6.0,0.4,0.25,,0,,,
sc,6.0,0.4,0.5,,0,,,
sc,6.0,0.4,0.75,,0,,,
sc,6.0,0.4,1.0,,0,,,
sc,6.0,0.4,1.1,,0,,,
sc,6.0,0.4,1.15,,0,,,
sc,6.0,0.4,1.25,,0,,,
sc,6.0,0.4,1.5,,0,,,
sc,6.0,0.4,1.75,,0,,,
sc,6.0,0.4,2.0,,0,,,
sc,6.0,0.4,2.5,0.020702327857164443,2,SC,0.45310503607941466,5.933102338042673
sc,6.0,0.4,3.0,0.020636268601414015,2,SC,0.43987556429934255,5.955419512095892
sc,6.0,0.4,4.0,0.02063626860141418,2,SC,0.42729560569762304,5.983023436945911
sc,6.0,0.4,5.0,0.020636268601414043,2,SC,0.424285554375184,5.999269516452249
sc,6.0,0.4,6.0,0.02063626860141421,2,SC,0.42428555429700476,5.999269516452248
sc,6.0,0.4,7.0,0.02063626860141421,2,SC,0.4242855543710423,5.99926951645225
sc,6.0,0.6,-0.25,,0,,,
sc,6.0,0.6,0.0,,0,,,
sc,6.0,0.6,0.25,,0,,,
sc,6.0,0.6,0.5,,0,,,
sc,6.0,0.6,0.75,,0,,,
sc,6.0,0.6,1.0,,0,,,
sc,6.0,0.6,1.1,,0,,,
sc,6.0,0.6,1.15,,0,,,
sc,6.0,0.6,1.25,,0,,,
sc,6.0,0.6,1.5,0.0034203737165799664,2,SC,0.6701747990902761,5.90853607203802
sc,6.0,0.6,1.75,0.003619797913691686,2,SC,0.6568977034924275,5.9209181059022615
sc,6.0,0.6,2.0,0.0038191968659832543,2,SC,0.6459588947349231,5.931949938769209
sc,6.0,0.6,2.5,0.003420373716579994,2,SC,0.6291125731383682,5.945022444740536
sc,6.0,0.6,3.0,0.0038191968659833375,2,SC,0.6195731687822246,5.955947313546835
sc,6.0,0.6,4.0,0.0038191968659833098,2,SC,0.6111273388660536,5.96738645242924
sc,6.0,0.6,5.0,0.003819196865983393,2,SC,0.609160436801307,5.973492445273651
sc,6.0,0.6,6.0,0.0038191968659834485,2,SC,0.6091604365753349,5.973492445273653
sc,6.0,0.6,7.0,0.003819196865983532,2,SC,0.6091604365202131,5.973492445273651
sc,6.0,0.7,-0.25,,0,,,
sc,6.0,0.7,0.0,,0,,,
sc,6.0,0.7,0.25,,0,,,
sc,6.0,0.7,0.5,,0,,,
sc,6.0,0.7,0.75,,0,,,
sc,6.0,0.7,1.0,,0,,,
sc,6.0,0.7,1.1,,0,,,
sc,6.0,0.7,1.15,,0,,,
sc,6.0,0.7,1.25,,0,,,
sc,6.0,0.7,1.5,0.0007342166313228232,2,SC,0.7597780961240594,5.927824408178095
sc,6.0,0.7,1.75,0.0007511660843571438,2,SC,0.747116396003283,5.936060348607517
sc,6.0,0.7,2.0,0.0009188177445186296,2,SC,0.7360935633493448,5.944806698567998
sc,6.0,0.7,2.5,0.0007342166313228232,2,SC,0.7198157016881435,5.955293134246925
sc,6.0,0.7,3.0,0.0009188177445186851,2,SC,0.7118617704502299,5.96235743233572
sc,6.0,0.7,4.0,0.0009188177445187962,2,SC,0.7048079349693039,5.970298281305217
sc,6.0,0.7,5.0,0.0009188177445187129,2,SC,0.7032162496712592,5.974480246185468
sc,6.0,0.7,6.0,0.0009188177445187684,2,SC,0.7032162500389061,5.9744802461854665
sc,6.0,0.7,7.0,0.0009188177445188239,2,SC,0.7032162500033805,5.9744802461854665
sc,6.0,0.8,-0.25,,0,,,
sc,6.0,0.8,0.0,,0,,,
sc,6.0,0.8,0.25,,0,,,
sc,6.0,0.8,0.5,,0,,,
sc,6.0,0.8,0.75,,0,,,
sc,6.0,0.8,1.0,,0,,,
sc,6.0,0.8,1.1,,0,,,
sc,6.0,0.8,1.15,,0,,,
sc,6.0,0.8,1.25,-0.0007564680198285378,2,SC,0.8678934049919176,5.931584737997776
sc,6.0,0.8,1.5,-0.0006107517363036358,2,SC,0.8529503151474445,5.939191672013148
sc,6.0,0.8,1.75,-0.00046504431138134905,2,SC,0.8385225828411814,5.9469712196736895
sc,6.0,0.8,2.0,-0.00044650706882798374,2,SC,0.8272386634456589,5.954470064254737
sc,6.0,0.8,2.5,-0.0006107517363036635,2,SC,0.8132531659964576,5.960746398901244
sc,6.0,0.8,3.0,-0.00044650706882792823,2,SC,0.8056830327259898,5.967410871388497
sc,6.0,0.8,4.0,-0.00044650706882792823,2,SC,0.7999555043053704,5.973058829380314
sc,6.0,0.8,5.0,-0.0004465070688279005,2,SC,0.7987878702670248,5.976022297594653
sc,6.0,0.8,6.0,-0.00044650706882798374,2,SC,0.7987878701058935,5.976022297594655
sc,6.0,0.8,7.0,-0.0004465070688279005,2,SC,0.7987878696788124,5.976022297594653
sc,6.0,0.9,-0.25,,0,,,
sc,6.0,0.9,0.0,,0,,,
sc,6.0,0.9,0.25,,0,,,
sc,6.0,0.9,0.5,,0,,,
sc,6.0,0.9,0.75,,0,,,
sc,6.0,0.9,1.0,,0,,,
sc,6.0,0.9,1.1,-0.001342134235774825,2,SC,0.9761778789298399,5.934911613878282
sc,6.0,0.9,1.15,-0.0015253208345404612,2,SC,0.9716168812294104,5.937473370027721
sc,6.0,0.9,1.25,-0.0013683059799346614,2,SC,0.9628589258175264,5.9413008099647495
sc,6.0,0.9,1.5,-0.0014677139027049757,2,SC,0.9432776600707202,5.94934493818937
sc,6.0,0.9,1.75,-0.0016299996012904272,2,SC,0.9276090222947939,5.95642089712246
sc,6.0,0.9,2.0,-0.0014991523861179468,2,SC,0.9192006889617788,5.96099118474024
sc,6.0,0.9,2.5,-0.0014677139027050728,2,SC,0.9059483953963712,5.966055590991486
sc,6.0,0.9,3.0,-0.0014991523861178913,2,SC,0.8992973282906787,5.971036425048089
sc,6.0,0.9,4.0,-0.0014991523861179051,2,SC,0.8942649325321708,5.975359971236761
sc,6.0,0.9,5.0,-0.0014991523861178496,2,SC,0.8932950701390537,5.977646762170538
sc,6.0,0.9,6.0,-0.0014991523861178219,2,SC,0.8932950700467008,5.9776467621705365
sc,6.0,0.9,7.0,-0.0014991523861179051,2,SC,0.8932950700559528,5.977646762170539
sc,6.0,1.0,-0.25,,0,,,
sc,6.0,1.0,0.0,,0,,,
sc,6.0,1.0,0.25,,0,,,
sc,6.0,1.0,0.5,,0,,,
sc,6.0,1.0,0.75,,0,,,
sc,6.0,1.0,1.0,,0,,,
sc,6.0,1.0,1.1,-0.001942142634910618,2,SC,1.0696950587290495,5.943762892683981
sc,6.0,1.0,1.15,-0.0021072874044295586,2,SC,1.0610749918958327,5.947595607648349
sc,6.0,1.0,1.25,-0.0019657362525395405,2,SC,1.0554709641485427,5.9492088163542896
sc,6.0,1.0,1.5,-0.0019532001182597652,2,SC,1.0357725672580524,5.95575081273381
sc,6.0,1.0,1.75,-0.0020746839541481987,2,SC,1.020149840201522,5.961566876503167
sc,6.0,1.0,2.0,-0.0020836956317073635,2,SC,1.010119862567782,5.966486107287939
sc,6.0,1.0,2.5,-0.001953200118259793,2,SC,1.0000592290726817,5.9691487049197445
sc,6.0,1.0,3.0,-0.002083695631707294,2,SC,0.9929445326567032,5.974080267843474
sc,6.0,1.0,4.0,-0.0020836956317073635,2,SC,0.9889423034094997,5.977303626777597
sc,6.0,1.0,5.0,-0.002083695631707322,2,SC,0.9883486334715059,5.979015000262184
sc,6.0,1.0,6.0,-0.0020836956317073357,2,SC,0.9883486334874718,5.979015000262182
sc,6.0,1.0,7.0,-0.0020836956317072386,2,SC,0.9883486326098132,5.979015000262182
sc,6.0,1.1,-0.25,,0,,,
sc,6.0,1.1,0.0,,0,,,
sc,6.0,1.1,0.25,,0,,,
sc,6.0,1.1,0.5,,0,,,
sc,6.0,1.1,0.75,,0,,,
sc,6.0,1.1,1.0,-0.0023296427541548564,2,SC,1.168365019380456,5.949488523342776
sc,6.0,1.1,1.1,-0.0023900944244508726,2,SC,1.159858724644343,5.9516572361522915
sc,6.0,1.1,1.15,-0.002351537160472497,2,SC,1.1523870135123275,5.954515564158543
sc,6.0,1.1,1.25,-0.002411994075017257,2,SC,1.1452648774059877,5.956253800793565
sc,6.0,1.1,1.5,-0.002548569636173517,2,SC,1.124844997509875,5.96193686926076
sc,6.0,1.1,1.75,-0.0024391069810184712,2,SC,1.1114171141530247,5.966003168612432
sc,6.0,1.1,2.0,-0.002329642754154815,2,SC,1.1028552776379525,5.969979294039972
sc,6.0,1.1,2.5,-0.002548569636173545,2,SC,1.0918404393721817,5.97262615327115
sc,6.0,1.1,3.0,-0.0023296427541547454,2,SC,1.0877928519163518,5.975921871812483
sc,6.0,1.1,4.0,-0.0023296427541547315,2,SC,1.084570612172824,5.9784368624767605
sc,6.0,1.1,5.0,-0.002329642754154815,2,SC,1.0843002024663302,5.979781921393187
sc,6.0,1.1,6.0,-0.0023296427541547454,2,SC,1.0843002019652541,5.979781921393187
sc,6.0,1.1,7.0,-0.002329642754154787,2,SC,1.0843002017935701,5.979781921393187
sc,6.0,1.2,-0.25,,0,,,
sc,6.0,1.2,0.0,,0,,,
sc,6.0,1.2,0.25,,0,,,
sc,6.0,1.2,0.5,,0,,,
sc,6.0,1.2,0.75,,0,,,
sc,6.0,1.2,1.0,-0.0025666007542046038,2,SC,1.2607758877152475,5.955182204528279
sc,6.0,1.2,1.1,-0.0026225838793406953,2,SC,1.252044317404712,5.9569176164608155
sc,6.0,1.2,1.15,-0.002587006476333656,2,SC,1.2441699316879444,5.959489910008954
sc,6.0,1.2,1.25,-0.0026429926761145084,2,SC,1.237082345627835,5.960855750098482
sc,6.0,1.2,1.5,-0.002664031210313611,2,SC,1.2173673017920277,5.965423324176147
sc,6.0,1.2,1.75,-0.002668619000866318,2,SC,1.2036971614412924,5.9689716189870525
sc,6.0,1.2,2.0,-0.0025666007542045344,2,SC,1.195778576791119,5.9724191373882265
sc,6.0,1.2,2.5,-0.002664031210313625,2,SC,1.1863844995918305,5.974199525140756
sc,6.0,1.2,3.0,-0.0025666007542046038,2,SC,1.1821845246073013,5.977239015516608
sc,6.0,1.2,4.0,-0.0025666007542046176,2,SC,1.1794731094503306,5.979289606767733
